RoundNum_ByDate,Sample_ID,Site,Rep,Crucible_ID,In-oven ,Out-Oven ,"Empty Heated 
Crucible_Weight",In-oven,Out-oven,"SampleStart 
Crucible_Weight",In-Furnace ,Out-Furnace ,In-oven,Out-oven,"SampleEnd
Crucible_Weight",LOI_g,SOM_Percent,Mean_Blank_LOI-g,Adjusted_LOI,Adjusted_SOM_Percent,Comments
7_Nov30,S_DCN_P2,UP,2,16,30-Nov 830AM,11/30/23 10:30,12.1891,11/30/23 12:00,11/30/23 14:00,13.9936,11/30/23 15:30,12/1/23 8:00,12/1/23 8:30,12/1/23 11:00,13.8854,0.1082,6,-0.00005,0.10815,5.993349958,
10_Dec14,S_DCN_P3,UP,1,108,12/14/23 7:30,12/14/23 9:40,10.7385,12/14/23 10:50,12/14/23 13:00,13.5097,12/14/23 13:45,12/15/23 7:30,12/15/23 7:40,12/15/23 9:40,13.3389,0.1708,6.16,-0.0003,0.1705,6.152569284,
10_Dec14,S_DCN_P3,UP,2,19,12/14/23 7:30,12/14/23 9:40,8.814,12/14/23 10:50,12/14/23 13:00,11.2908,12/14/23 13:45,12/15/23 7:30,12/15/23 7:40,12/15/23 9:40,11.1397,0.1511,6.1,-0.0003,0.1508,6.088501292,
8_Dec1,S_DCN_P4,UP,1,123,12/1/23 8:30,12/1/23 11:00,9.2733,12/1/23 11:30,12/1/23 13:30,12.115,12/1/23 14:30,12/2/23 8:00,12/2/23 8:30,12/2/23 11:00,11.9428,0.1722,6.06,-0.0006,0.1716,6.038638843,
8_Dec1,S_DCN_P4,UP,2,10,12/1/23 8:30,12/1/23 11:00,11.7189,12/1/23 11:30,12/1/23 13:30,13.4887,12/1/23 14:30,12/2/23 8:00,12/2/23 8:30,12/2/23 11:00,13.3848,0.1039,5.87,-0.0006,0.1033,5.83681772,
9_Dec6,S_DCN_P5,UP,1,106,12/6/23 8:00,12/6/23 10:00,10.6116,12/6/23 11:30,12/6/23 13:30,12.729,12/6/23 14:15,12/7/23 7:45,12/7/23 8:00,12/7/23 10:00,12.5923,0.1367,6.46,0.0002,0.1369,6.465476528,
9_Dec6,S_DCN_P5,UP,2,3,12/6/23 8:00,12/6/23 10:00,10.6545,12/6/23 11:30,12/6/23 13:30,12.3237,12/6/23 14:15,12/7/23 7:45,12/7/23 8:00,12/7/23 10:00,12.2223,0.1014,6.07,0.0002,0.1016,6.086748143,
9_Dec6,S_DCN_P6,UP,1,8,12/6/23 8:00,12/6/23 10:00,10.7195,12/6/23 11:30,12/6/23 13:30,14.2604,12/6/23 14:15,12/7/23 7:45,12/7/23 8:00,12/7/23 10:00,14.0497,0.2107,5.95,0.0002,0.2109,5.956112853,
9_Dec6,S_DCN_P6,UP,2,5,12/6/23 8:00,12/6/23 10:00,10.6419,12/6/23 11:30,12/6/23 13:30,12.4798,12/6/23 14:15,12/7/23 7:45,12/7/23 8:00,12/7/23 10:00,12.371,0.1088,5.92,0.0002,0.109,5.930681756,
3_Nov17,S_DCN_P7,UP,2,59,11/17/23 8:26,11/17/23 10:26,9.297,11/17/23 11:30,11/17/23 13:30,10.167,11/17/23 14:22,11/18/23 8:00,11/18/23 8:28,11/18/23 11:40,10.115,0.052,5.98,0.00005,0.05205,5.982758621,
3_Nov17,S_DCN_P7,UP,1,70,11/17/23 8:26,11/17/23 10:26,10.9104,11/17/23 11:30,11/17/23 13:30,11.7655,11/17/23 14:22,11/18/23 8:00,11/18/23 8:28,11/18/23 11:40,11.715,0.0505,5.91,0.00005,0.05055,5.911589288,
5_Nov23,S_DCN_P8,UP,1,27,11/23/23 8:30,11/23/23 10:30,9.7457,11/23/23 12:00,11/23/23 14:00,11.1817,11/23/23 15:00,11/24/23 8:00,11/24/23 8:10,11/24/23 12:00,11.0981,0.0836,5.82,0.00125,0.08485,5.908774373,
5_Nov23,S_DCN_P8,UP,2,14,11/23/23 8:30,11/23/23 10:30,13.1472,11/23/23 12:00,11/23/23 14:00,14.7559,11/23/23 15:00,11/24/23 8:00,11/24/23 8:10,11/24/23 12:00,14.6685,0.0874,5.43,0.00125,0.08865,5.510660782,
3_Nov17,S_DCS_H1,YF,1,60,11/17/23 8:26,11/17/23 10:26,9.77,11/17/23 11:30,11/17/23 13:30,11.2802,11/17/23 14:22,11/18/23 8:00,11/18/23 8:28,11/18/23 11:40,11.202,0.0782,5.18,0.00005,0.07825,5.181432923,
3_Nov17,S_DCS_H1,YF,2,78,11/17/23 8:26,11/17/23 10:26,10.9005,11/17/23 11:30,11/17/23 13:30,12.4055,11/17/23 14:22,11/18/23 8:00,11/18/23 8:28,11/18/23 11:40,12.336,0.0695,4.62,0.00005,0.06955,4.621262458,
3_Nov17,S_DCS_H2,YF,1,68,11/17/23 8:26,11/17/23 10:26,10.4677,11/17/23 11:30,11/17/23 13:30,11.6354,11/17/23 14:22,11/18/23 8:00,11/18/23 8:28,11/18/23 11:40,11.5607,0.0747,6.4,0.00005,0.07475,6.401472981,
3_Nov17,S_DCS_H2,YF,2,73,11/17/23 8:26,11/17/23 10:26,10.1626,11/17/23 11:30,11/17/23 13:30,11.5783,11/17/23 14:22,11/18/23 8:00,11/18/23 8:28,11/18/23 11:40,11.4923,0.086,6.07,0.00005,0.08605,6.078265169,
6_Nov29,S_DCS_H3,YF,2,65,11/29/23 8:00,11/29/23 10:00,11.5687,11/29/23 11:30,11/29/23 1:30,12.7658,11/29/23 14:30,11/30/23 8:00,11/30/23 8:30,11/30/23 10:30,12.7127,0.0531,4.44,0.00045,0.05355,4.4733105,
6_Nov29,S_DCS_H3,YF,1,124,11/29/23 8:00,11/29/23 10:00,10.0058,11/29/23 11:30,11/29/23 1:30,11.2258,11/29/23 14:30,11/30/23 8:00,11/30/23 8:30,11/30/23 10:30,11.1733,0.0525,4.3,0.00045,0.05295,4.340163934,
3_Nov17,S_DCS_H4,YF,1,100,11/17/23 8:26,11/17/23 10:26,10.6913,11/17/23 11:30,11/17/23 13:30,13.1121,11/17/23 14:22,11/18/23 8:00,11/18/23 8:28,11/18/23 11:40,13.0015,0.1106,4.57,0.00005,0.11065,4.57080304,
3_Nov17,S_DCS_H4,YF,2,74,11/17/23 8:26,11/17/23 10:26,9.6451,11/17/23 11:30,11/17/23 13:30,11.1215,11/17/23 14:22,11/18/23 8:00,11/18/23 8:28,11/18/23 11:40,11.0567,0.0648,4.39,0.00005,0.06485,4.392441073,
9_Dec6,S_DCS_H5,YF,2,35,12/6/23 8:00,12/6/23 10:00,10.7582,12/6/23 11:30,12/6/23 13:30,13.4766,12/6/23 14:15,12/7/23 7:45,12/7/23 8:00,12/7/23 10:00,13.2841,0.1925,7.08,0.0002,0.1927,7.088728664,
9_Dec6,S_DCS_H5,YF,1,56,12/6/23 8:00,12/6/23 10:00,10.1791,12/6/23 11:30,12/6/23 13:30,14.346,12/6/23 14:15,12/7/23 7:45,12/7/23 8:00,12/7/23 10:00,14.0564,0.2896,6.95,0.0002,0.2898,6.954810531,
8_Dec1,S_DCS_H6,YF,2,84,12/1/23 8:30,12/1/23 11:00,10.3388,12/1/23 11:30,12/1/23 13:30,13.7734,12/1/23 14:30,12/2/23 8:00,12/2/23 8:30,12/2/23 11:00,13.5955,0.1779,5.18,-0.0006,0.1773,5.162173179,
8_Dec1,S_DCS_H6,YF,1,112,12/1/23 8:30,12/1/23 11:00,11.3345,12/1/23 11:30,12/1/23 13:30,13.6182,12/1/23 14:30,12/2/23 8:00,12/2/23 8:30,12/2/23 11:00,13.5045,0.1137,4.98,-0.0006,0.1131,4.952489381,
3_Nov17,S_DCS_H7,YF,2,89,11/17/23 8:26,11/17/23 10:26,9.4189,11/17/23 11:30,11/17/23 13:30,10.2949,11/17/23 14:22,11/18/23 8:00,11/18/23 8:28,11/18/23 11:40,10.2457,0.0492,5.62,0.00005,0.04925,5.622146119,
3_Nov17,S_DCS_H7,YF,1,99,11/17/23 8:26,11/17/23 10:26,11.2322,11/17/23 11:30,11/17/23 13:30,12.9623,11/17/23 14:22,11/18/23 8:00,11/18/23 8:28,11/18/23 11:40,12.8712,0.0911,5.27,0.00005,0.09115,5.268481591,
4_Nov22,S_DCS_H8,YF,2,7,11/22/23 8:25,11/22/23 10:30,10.8894,11/22/23 12:13,11/22/23 14:13,12.6622,11/22/23 15:30,11/23/23 8:00,11/23/23 8:30,11/23/23 10:30,12.5804,0.0818,4.61,0.00125,0.08305,4.684679603,
4_Nov22,S_DCS_H8,YF,1,74,11/22/23 8:25,11/22/23 10:30,9.6453,11/22/23 12:13,11/22/23 14:13,10.8247,11/22/23 15:30,11/23/23 8:00,11/23/23 8:30,11/23/23 10:30,10.7704,0.0543,4.6,0.00125,0.05555,4.710022045,
5_Nov23,S_DCS_P1,YF,1,25,11/23/23 8:30,11/23/23 10:30,10.6601,11/23/23 12:00,11/23/23 14:00,12.6162,11/23/23 15:00,11/24/23 8:00,11/24/23 8:10,11/24/23 12:00,12.4906,0.1256,6.42,0.00125,0.12685,6.484842288,
5_Nov23,S_DCS_P1,YF,2,97,11/23/23 8:30,11/23/23 10:30,10.5044,11/23/23 12:00,11/23/23 14:00,12.1741,11/23/23 15:00,11/24/23 8:00,11/24/23 8:10,11/24/23 12:00,12.0752,0.0989,5.92,0.00125,0.10015,5.998083488,
3_Nov17,S_DCS_P2,YF,2,88,11/17/23 8:26,11/17/23 10:26,10.9423,11/17/23 11:30,11/17/23 13:30,12.3792,11/17/23 14:22,11/18/23 8:00,11/18/23 8:28,11/18/23 11:40,12.2977,0.0815,5.67,0.00005,0.08155,5.675412346,
3_Nov17,S_DCS_P2,YF,1,96,11/17/23 8:26,11/17/23 10:26,12.2868,11/17/23 11:30,11/17/23 13:30,13.4733,11/17/23 14:22,11/18/23 8:00,11/18/23 8:28,11/18/23 11:40,13.412,0.0613,5.17,0.00005,0.06135,5.170670038,
5_Nov23,S_DCS_P3,YF,2,29,11/23/23 8:30,11/23/23 10:30,11.6384,11/23/23 12:00,11/23/23 14:00,13.4985,11/23/23 15:00,11/24/23 8:00,11/24/23 8:10,11/24/23 12:00,13.3895,0.109,5.86,0.00125,0.11025,5.927100694,
5_Nov23,S_DCS_P3,YF,1,15,11/23/23 8:30,11/23/23 10:30,10.5781,11/23/23 12:00,11/23/23 14:00,12.2977,11/23/23 15:00,11/24/23 8:00,11/24/23 8:10,11/24/23 12:00,12.1986,0.0991,5.76,0.00125,0.10035,5.835659456,
8_Dec1,S_DCS_P4,YF,2,78,12/1/23 8:30,12/1/23 11:00,10.9005,12/1/23 11:30,12/1/23 13:30,13.0746,12/1/23 14:30,12/2/23 8:00,12/2/23 8:30,12/2/23 11:00,12.9465,0.1281,5.89,-0.0006,0.1275,5.864495653,
8_Dec1,S_DCS_P4,YF,1,66,12/1/23 8:30,12/1/23 11:00,11.0156,12/1/23 11:30,12/1/23 13:30,12.6619,12/1/23 14:30,12/2/23 8:00,12/2/23 8:30,12/2/23 11:00,12.572,0.0899,5.46,-0.0006,0.0893,5.42428476,
5_Nov23,S_DCS_P5,YF,2,20,11/23/23 8:30,11/23/23 10:30,11.1347,11/23/23 12:00,11/23/23 14:00,13.2599,11/23/23 15:00,11/24/23 8:00,11/24/23 8:10,11/24/23 12:00,13.138,0.1219,5.74,0.00125,0.12315,5.79474873,
5_Nov23,S_DCS_P5,YF,1,11,11/23/23 8:30,11/23/23 10:30,9.7814,11/23/23 12:00,11/23/23 14:00,12.0843,11/23/23 15:00,11/24/23 8:00,11/24/23 8:10,11/24/23 12:00,11.9556,0.1287,5.59,0.00125,0.12995,5.642885058,
9_Dec6,S_DCS_P6,YF,2,54,12/6/23 8:00,12/6/23 10:00,10.7554,12/6/23 11:30,12/6/23 13:30,12.8162,12/6/23 14:15,12/7/23 7:45,12/7/23 8:00,12/7/23 10:00,12.7237,0.0925,4.49,0.0002,0.0927,4.498253106,
9_Dec6,S_DCS_P6,YF,1,14,12/6/23 8:00,12/6/23 10:00,13.1489,12/6/23 11:30,12/6/23 13:30,15.7577,12/6/23 14:15,12/7/23 7:45,12/7/23 8:00,12/7/23 10:00,15.6409,0.1168,4.48,0.0002,0.117,4.484820607,
10_Dec14,S_DCS_P7,YF,2,36,12/14/23 7:30,12/14/23 9:40,11.233,12/14/23 10:50,12/14/23 13:00,15.4837,12/14/23 13:45,12/15/23 7:30,12/15/23 7:40,12/15/23 9:40,15.2338,0.2499,5.88,-0.0003,0.2496,5.871974028,
10_Dec14,S_DCS_P7,YF,1,105,12/14/23 7:30,12/14/23 9:40,11.5688,12/14/23 10:50,12/14/23 13:00,15.62,12/14/23 13:45,12/15/23 7:30,12/15/23 7:40,12/15/23 9:40,15.3881,0.2319,5.72,-0.0003,0.2316,5.716824645,
10_Dec14,S_DCS_P8,YF,1,44,12/14/23 7:30,12/14/23 9:40,10.8199,12/14/23 10:50,12/14/23 13:00,13.2623,12/14/23 13:45,12/15/23 7:30,12/15/23 7:40,12/15/23 9:40,13.1093,0.153,6.26,-0.0003,0.1527,6.252047167,
10_Dec14,S_DCS_P8,YF,2,97,12/14/23 7:30,12/14/23 9:40,10.5058,12/14/23 10:50,12/14/23 13:00,13.3391,12/14/23 13:45,12/15/23 7:30,12/15/23 7:40,12/15/23 9:40,13.1654,0.1737,6.13,-0.0003,0.1734,6.120072001,
1_Nov15,S_FNH_H1,FN,2,6,11/15/23 10:46,11/15/23 13:00,9.7303,11/15/23 13:57,11/15/23 16:00,10.4641,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,10.382,0.0821,11.19,0,0.0821,11.1883347,
1_Nov15,S_FNH_H1,FN,1,5,11/15/23 10:46,11/15/23 13:00,10.6429,11/15/23 13:57,11/15/23 16:00,11.2623,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,11.2049,0.0574,9.27,0,0.0574,9.267032612,
1_Nov15,S_FNH_H2,FN,1,17,11/15/23 10:46,11/15/23 13:25,12.0625,11/15/23 13:57,11/15/23 16:00,12.7645,11/17/23 14:22,11/18/23 8:00,11/18/23 8:28,11/18/23 11:40,12.7192,0.0453,6.45,0,0.0453,6.452991453,
1_Nov15,S_FNH_H2,FN,2,18,11/15/23 10:46,11/15/23 13:25,10.36213,11/15/23 13:57,11/15/23 16:00,11.0476,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,11.0042,0.0434,6.33,0,0.0434,6.331422236,
1_Nov15,S_FNH_H3,FN,2,9,11/15/23 10:46,11/15/23 13:33,11.584,11/15/23 13:57,11/15/23 16:00,12.0891,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,12.0546,0.0345,6.83,0,0.0345,6.830330628,
1_Nov15,S_FNH_H3,FN,1,36,11/15/23 10:46,11/15/23 13:33,11.2324,11/15/23 13:57,11/15/23 16:00,11.8838,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,11.8426,0.0412,6.32,0,0.0412,6.324838809,
4_Nov22,S_FNH_H4,FN,1,61,11/22/23 8:25,11/22/23 10:30,11.2333,11/22/23 12:13,11/22/23 14:13,12.1994,11/22/23 15:30,11/23/23 8:00,11/23/23 8:30,11/23/23 10:30,12.1374,0.062,6.42,0.00125,0.06325,6.54694131,
4_Nov22,S_FNH_H4,FN,2,92,11/22/23 8:25,11/22/23 10:30,9.0316,11/22/23 12:13,11/22/23 14:13,10.2487,11/22/23 15:30,11/23/23 8:00,11/23/23 8:30,11/23/23 10:30,10.1721,0.0766,6.29,0.00125,0.07785,6.396351984,
1_Nov15,S_FNH_H5,FN,2,25,11/15/23 10:46,11/15/23 13:49,10.6616,11/15/23 13:57,11/15/23 16:00,11.5029,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,11.4409,0.062,7.37,0,0.062,7.369547129,
1_Nov15,S_FNH_H5,FN,1,14,11/15/23 10:46,11/15/23 13:49,13.149,11/15/23 13:57,11/15/23 16:00,13.8847,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,13.8346,0.0501,6.81,0,0.0501,6.809840968,
1_Nov15,S_FNH_H6,FN,2,13,11/15/23 10:46,11/15/23 13:33,11.104,11/15/23 13:57,11/15/23 16:00,11.626,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,11.5718,0.0542,10.38,0,0.0542,10.38314176,
1_Nov15,S_FNH_H6,FN,1,21,11/15/23 10:46,11/15/23 13:33,8.7204,11/15/23 13:57,11/15/23 16:00,9.5437,11/17/23 14:22,11/18/23 8:00,11/18/23 8:28,11/18/23 11:40,9.4746,0.0691,8.39,0,0.0691,8.39305235,
9_Dec6,S_FNH_H7,FN,1,77,12/6/23 8:00,12/6/23 10:00,12.2012,12/6/23 11:30,12/6/23 13:30,13.7185,12/6/23 14:15,12/7/23 7:45,12/7/23 8:00,12/7/23 10:00,13.5901,0.1284,8.46,0.0002,0.1286,8.475581625,
9_Dec6,S_FNH_H7,FN,2,58,12/6/23 8:00,12/6/23 10:00,10.5325,12/6/23 11:30,12/6/23 13:30,12.4448,12/6/23 14:15,12/7/23 7:45,12/7/23 8:00,12/7/23 10:00,12.2931,0.1517,7.93,0.0002,0.1519,7.943314334,
11_Dec15,S_FNH_H8,FN,2,118,12/15/23 5:45,12/15/23 7:45,9.4207,12/15/23 8:50,12/15/23 10:50,11.7733,12/15/23 11:30,12/15/23 7:30,12/16/23 7:45,12/16/23 9:50,11.5704,0.2029,8.62,0.0001,0.203,8.628751169,
11_Dec15,S_FNH_H8,FN,1,119,12/15/23 5:45,12/15/23 7:45,10.0947,12/15/23 8:50,12/15/23 10:50,11.9416,12/15/23 11:30,12/15/23 7:30,12/16/23 7:45,12/16/23 9:50,11.8037,0.1379,7.47,0.0001,0.138,7.471980075,
1_Nov15,S_FNH_P1,FN,2,29,11/15/23 10:46,11/15/23 13:13,11.6394,11/15/23 13:57,11/15/23 16:00,12.2775,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,12.2195,0.058,9.09,0,0.058,9.089484407,
1_Nov15,S_FNH_P1,FN,1,11,11/15/23 10:46,11/15/23 13:13,9.7838,11/15/23 13:57,11/15/23 16:00,10.5693,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,10.5076,0.0617,7.85,0,0.0617,7.85486951,
6_Nov29,S_FNH_P2,FN,1,59,11/29/23 8:00,11/29/23 10:00,9.2965,11/29/23 11:30,11/29/23 1:30,11.0165,11/29/23 14:30,11/30/23 8:00,11/30/23 8:30,11/30/23 10:30,10.7563,0.2602,15.13,0.00045,0.26065,15.15406977,sample error
6_Nov29,S_FNH_P2,FN,2,75,11/29/23 8:00,11/29/23 10:00,12.3544,11/29/23 11:30,11/29/23 1:30,13.593,11/29/23 14:30,11/30/23 8:00,11/30/23 8:30,11/30/23 10:30,13.4923,0.1007,8.13,0.00045,0.10115,8.166478282,
5_Nov23,S_FNH_P3,FN,1,94,11/23/23 8:30,11/23/23 10:30,9.4282,11/23/23 12:00,11/23/23 14:00,10.8165,11/23/23 15:00,11/24/23 8:00,11/24/23 8:10,11/24/23 12:00,10.7321,0.0844,6.08,0.00125,0.08565,6.169415832,
5_Nov23,S_FNH_P3,FN,2,34,11/23/23 8:30,11/23/23 10:30,11.7188,11/23/23 12:00,11/23/23 14:00,13.5988,11/23/23 15:00,11/24/23 8:00,11/24/23 8:10,11/24/23 12:00,13.4864,0.1124,5.98,0.00125,0.11365,6.045212766,
1_Nov15,S_FNH_P4,FN,2,32,11/15/23 10:46,11/15/23 13:41,11.7612,11/15/23 13:57,11/15/23 16:00,12.4281,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,12.3815,0.0466,6.99,0,0.0466,6.987554356,
2_Nov16,S_FNH_P4,FN,1,31,11/16/23 8:52,11/16/23 10:52,9.5399,11/16/23 11:08,11/16/23 13:08,10.8133,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,10.7302,0.0831,6.53,0.0003,0.0834,6.54939532,
6_Nov29,S_FNH_P5,FN,1,110,11/29/23 8:00,11/29/23 10:00,9.0778,11/29/23 11:30,11/29/23 1:30,10.9321,11/29/23 14:30,11/30/23 8:00,11/30/23 8:30,11/30/23 10:30,10.7901,0.142,7.66,0.00045,0.14245,7.682144205,
6_Nov29,S_FNH_P5,FN,2,62,11/29/23 8:00,11/29/23 10:00,9.6556,11/29/23 11:30,11/29/23 1:30,10.6007,11/29/23 14:30,11/30/23 8:00,11/30/23 8:30,11/30/23 10:30,10.5292,0.0715,7.57,0.00045,0.07195,7.61295101,
8_Dec1,S_FNH_P6,FN,1,111,12/1/23 8:30,12/1/23 11:00,9.766,12/1/23 11:30,12/1/23 13:30,11.3431,12/1/23 14:30,12/2/23 8:00,12/2/23 8:30,12/2/23 11:00,11.1832,0.1599,10.14,-0.0006,0.1593,10.10081796,
8_Dec1,S_FNH_P6,FN,2,101,12/1/23 8:30,12/1/23 11:00,11.3535,12/1/23 11:30,12/1/23 13:30,12.584,12/1/23 14:30,12/2/23 8:00,12/2/23 8:30,12/2/23 11:00,12.461,0.123,10,-0.0006,0.1224,9.947175945,
4_Nov22,S_FNH_P7,FN,1,93,11/22/23 8:25,11/22/23 10:30,9.7827,11/22/23 12:13,11/22/23 14:13,10.6071,11/22/23 15:30,11/23/23 8:00,11/23/23 8:30,11/23/23 10:30,10.517,0.0901,10.93,0.00125,0.09135,11.08078603,
4_Nov22,S_FNH_P7,FN,2,89,11/22/23 8:25,11/22/23 10:30,9.4192,11/22/23 12:13,11/22/23 14:13,10.4114,11/22/23 15:30,11/23/23 8:00,11/23/23 8:30,11/23/23 10:30,10.3188,0.0926,9.33,0.00125,0.09385,9.458778472,
1_Nov15,S_FNH_P8,FN,2,2,11/15/23 10:46,11/15/23 13:00,11.5075,11/15/23 13:57,11/15/23 16:00,12.5142,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,12.4174,0.0968,9.62,0,0.0968,9.615575643,
1_Nov15,S_FNH_P8,FN,1,1,11/15/23 10:46,11/15/23 13:00,11.0728,11/15/23 13:57,11/15/23 16:00,11.9592,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,11.8781,0.0811,9.15,0,0.0811,9.149368231,
9_Dec6,S_FNH_V1,FN,2,44,12/6/23 8:00,12/6/23 10:00,10.819,12/6/23 11:30,12/6/23 13:30,13.8271,12/6/23 14:15,12/7/23 7:45,12/7/23 8:00,12/7/23 10:00,13.6522,0.1749,5.81,0.0002,0.1751,5.820950101,
9_Dec6,S_FNH_V1,FN,1,27,12/6/23 8:00,12/6/23 10:00,9.7466,12/6/23 11:30,12/6/23 13:30,11.8195,12/6/23 14:15,12/7/23 7:45,12/7/23 8:00,12/7/23 10:00,11.7007,0.1188,5.73,0.0002,0.119,5.740749674,
1_Nov15,S_FNH_V2,FN,2,30,11/15/23 10:46,11/15/23 13:13,9.4681,11/15/23 13:57,11/15/23 16:00,10.3605,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,10.3061,0.0544,6.1,0,0.0544,6.095921112,
1_Nov15,S_FNH_V2,FN,1,28,11/15/23 10:46,11/15/23 13:13,10.7312,11/15/23 13:57,11/15/23 16:00,11.4375,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,11.3968,0.0407,5.76,0,0.0407,5.762423899,
4_Nov22,S_FNH_V3,FN,1,69,11/22/23 8:25,11/22/23 10:30,8.9146,11/22/23 12:13,11/22/23 14:13,9.6895,11/22/23 15:30,11/23/23 8:00,11/23/23 8:30,11/23/23 10:30,9.61,0.0795,10.26,0.00125,0.08075,10.42069945,
4_Nov22,S_FNH_V3,FN,2,87,11/22/23 8:25,11/22/23 10:30,9.7921,11/22/23 12:13,11/22/23 14:13,10.6909,11/22/23 15:30,11/23/23 8:00,11/23/23 8:30,11/23/23 10:30,10.6099,0.081,9.01,0.00125,0.08225,9.151090343,
1_Nov15,S_FNH_V4,FN,1,26,11/15/23 10:46,11/15/23 13:49,9.3439,11/15/23 13:57,11/15/23 16:00,9.91,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,9.8632,0.0468,8.27,0,0.0468,8.26709062,
1_Nov15,S_FNH_V4,FN,2,35,11/15/23 10:46,11/15/23 13:49,10.7571,11/15/23 13:57,11/15/23 16:00,11.3536,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,11.3065,0.0471,7.9,0,0.0471,7.896060352,
7_Nov30,S_FNH_V5,FN,2,28,30-Nov 830AM,11/30/23 10:30,10.7287,11/30/23 12:00,11/30/23 14:00,12.4303,11/30/23 15:30,12/1/23 8:00,12/1/23 8:30,12/1/23 11:00,12.2693,0.161,9.46,-0.00005,0.16095,9.458744711,
7_Nov30,S_FNH_V5,FN,1,33,30-Nov 830AM,11/30/23 10:30,9.1541,11/30/23 12:00,11/30/23 14:00,11.3265,11/30/23 15:30,12/1/23 8:00,12/1/23 8:30,12/1/23 11:00,11.1326,0.1939,8.93,-0.00005,0.19385,8.923310624,
9_Dec6,S_FNH_V6,FN,2,49,12/6/23 8:00,12/6/23 10:00,9.7601,12/6/23 11:30,12/6/23 13:30,11.1858,12/6/23 14:15,12/7/23 7:45,12/7/23 8:00,12/7/23 10:00,11.0635,0.1223,8.58,0.0002,0.1225,8.592270464,
9_Dec6,S_FNH_V6,FN,1,88,12/6/23 8:00,12/6/23 10:00,10.9428,12/6/23 11:30,12/6/23 13:30,12.8682,12/6/23 14:15,12/7/23 7:45,12/7/23 8:00,12/7/23 10:00,12.7037,0.1645,8.54,0.0002,0.1647,8.554066687,
4_Nov22,S_FNH_V7,FN,1,120,11/22/23 8:25,11/22/23 10:30,10.1021,11/22/23 12:13,11/22/23 14:13,11.3298,11/22/23 15:30,11/23/23 8:00,11/23/23 8:30,11/23/23 10:30,11.226,0.1038,8.45,0.00125,0.10505,8.556650648,
4_Nov22,S_FNH_V7,FN,2,73,11/22/23 8:25,11/22/23 10:30,10.1628,11/22/23 12:13,11/22/23 14:13,11.5196,11/22/23 15:30,11/23/23 8:00,11/23/23 8:30,11/23/23 10:30,11.4178,0.1018,7.5,0.00125,0.10305,7.595076651,
1_Nov15,S_FNH_V8,FN,1,24,11/15/23 10:46,11/15/23 13:43,9.6967,11/15/23 13:57,11/15/23 16:00,10.3982,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,10.3369,0.0613,8.74,0,0.0613,8.738417676,
1_Nov15,S_FNH_V8,FN,2,19,11/15/23 10:46,11/15/23 13:43,8.8153,11/15/23 13:57,11/15/23 16:00,9.462,11/16/23 13:27,11/17/23 8:00,11/17/23 8:26,11/17/23 10:26,9.4057,0.0563,8.71,0,0.0563,8.705736818,
6_Nov29,S_FNN_H1,UP,2,123,11/29/23 8:00,11/29/23 10:00,9.2746,11/29/23 11:30,11/29/23 1:30,10.9037,11/29/23 14:30,11/30/23 8:00,11/30/23 8:30,11/30/23 10:30,10.787,0.1167,7.16,0.00045,0.11715,7.191087103,
6_Nov29,S_FNN_H1,UP,1,91,11/29/23 8:00,11/29/23 10:00,9.5462,11/29/23 11:30,11/29/23 1:30,10.8515,11/29/23 14:30,11/30/23 8:00,11/30/23 8:30,11/30/23 10:30,10.761,0.0905,6.93,0.00045,0.09095,6.967746878,
8_Dec1,S_FNN_H2,UP,1,127,12/1/23 8:30,12/1/23 11:00,10.2353,12/1/23 11:30,12/1/23 13:30,11.4964,12/1/23 14:30,12/2/23 8:00,12/2/23 8:30,12/2/23 11:00,11.4204,0.076,6.03,-0.0006,0.0754,5.978907303,
