Cage_ID,Rep,Tray_weight,Wet-Soil+Tray_weight,In-oven,Out-oven,Dry-Soil+Tray_weight,WHC Dry weight (g),% soil moist at 100% WHC,Moist at 100% WHC,Moist at 65% WHC
S_UPH_H3,1,1.1523,3.6999,10/19/24 16:10,11/4/24 9:15,2.9511,1.7988,29.39236929,1.611407605,1.047414943
S_UPH_H3,2,1.1579,3.9165,10/19/24 16:10,11/4/24 9:25,2.973,1.8151,34.20213152,0.867390226,0.563803647
S_UPH_H4,1,1.1466,5.8497,10/14/24 13:00,10/18/24 19:00,4.4799,3.3333,29.12547043,0.512645127,0.333219332
S_UPH_H4,2,1.1265,4.5474,10/14/24 13:00,10/18/24 19:00,3.2494,2.1229,37.94323131,0.960855434,0.624556032
S_UPH_H5,1,1.1571,6.1887,10/14/24 13:00,10/18/24 19:00,4.3465,3.1894,36.61260832,0.025302565,0.016446667
S_UPH_H5,2,1.1742,5.2892,10/14/24 13:00,10/18/24 19:00,3.6457,2.4715,39.93924666,0.514909974,0.334691483
S_UPH_H6,1,1.1629,4.4272,10/19/24 16:10,11/4/24 9:00,3.2809,2.118,35.1162577,0.54121813,0.351791785
S_UPH_H6,2,1.1496,4.9183,10/19/24 16:10,11/4/24 9:20,3.5356,2.386,36.68904397,0.579505448,0.376678542
S_UPH_H7,1,1.1258,5.2425,10/19/24 16:10,11/4/24 9:15,3.6608,2.535,38.42155124,0.623944773,0.405564103
S_UPH_H7,2,1.1241,3.1,10/19/24 16:10,11/4/24 9:10,2.5244,1.4003,29.1310289,0.411054774,0.267185603
S_UPH_H8,1,1.1591,3.1248,10/18/24 20:00,11/4/24 8:30,2.5618,1.4027,28.64119652,0.401368789,0.260889713
S_UPH_H8,2,1.1665,3.8981,10/18/24 20:00,11/4/24 8:30,3.0761,1.9096,30.09225362,0.43045664,0.279796816
S_UPH_V1,1,1.1597,5.3994,10/14/24 13:00,10/18/24 19:00,4.1948,3.0351,28.41238767,0.396889724,0.25797832
S_UPH_V1,2,1.1601,6.1614,10/14/24 13:00,10/18/24 19:00,4.2764,3.1163,37.69020055,0.604883997,0.393174598
S_UPH_V2,1,1.1574,4.8627,10/19/24 16:10,11/4/24 9:20,3.6141,2.4567,33.6976763,0.508242765,0.330357797
S_UPH_V2,2,1.1726,5.4778,10/19/24 16:10,11/4/24 9:20,4.0069,2.8343,34.16566013,0.518964118,0.337326677
S_UPH_V3,1,1.1553,4.0386,10/14/24 13:00,10/18/24 19:00,2.9507,1.7954,37.73107204,0.605937396,0.393859307
S_UPH_V3,2,1.1395,3.9425,10/14/24 13:00,10/18/24 19:00,3.1279,1.9884,29.06171959,0.409676122,0.266289479
S_UPH_V4,1,1.1768,3.9771,10/14/24 13:00,10/18/24 19:00,2.8243,1.6475,41.16701782,0.699726859,0.454822458
S_UPH_V4,2,1.1488,4.0979,10/14/24 13:00,10/18/24 19:00,3.1311,1.9823,32.78288291,0.487716289,0.317015588
S_UPH_V5,1,1.1861,4.4481,10/14/24 13:00,10/18/24 19:00,3.25,2.0639,36.72900061,0.580502931,0.377326905
S_UPH_V5,2,1.159,4.7804,10/14/24 13:00,10/18/24 19:00,3.7101,2.5511,29.55486828,0.41954451,0.272703932
S_UPH_V6,1,1.1986,4.298,10/18/24 20:00,11/4/24 8:30,3.2171,2.0185,34.87449184,0.535496656,0.348072826
S_UPH_V6,2,1.1588,3.4161,10/18/24 20:00,11/4/24 8:30,2.6938,1.535,31.99840517,0.470553746,0.305859935
S_UPH_V7,1,1.1613,4.06,10/19/24 16:10,11/4/24 9:20,3.0253,1.864,35.69531169,0.555096567,0.360812768
S_UPH_V7,2,1.1654,4.0903,10/19/24 16:10,11/4/24 9:10,3.02,1.8546,36.59270402,0.577105575,0.375118624
S_UPH_V8,1,1.1735,4.0921,10/18/24 20:00,11/4/24 8:30,3.0895,1.916,34.35208662,0.523277662,0.34013048
S_UPH_V8,2,1.1487,3.6593,10/18/24 20:00,11/4/24 8:30,2.845,1.6963,32.43447781,0.480044803,0.312029122
S_UPS_H1,1,1.1705,6.4956,10/19/24 16:10,11/4/24 9:00,5.0001,3.8296,28.08397964,0.390510758,0.253831993
S_UPS_H1,2,1.1511,5.2341,10/19/24 16:10,11/4/24 9:00,3.9977,2.8466,30.28165565,0.434342725,0.282322771
S_UPS_H2,1,1.1473,4.0007,10/30/24 16:00,11/4/24 10:05,3.0089,1.8616,34.75853368,0.532767512,0.346298883
S_UPS_H2,2,1.1576,5.7161,10/30/24 16:00,11/4/24 9:35,4.112,2.9544,35.18920698,0.542952884,0.352919375
S_UPS_H3,1,1.1656,4.3875,10/30/24 16:00,11/4/24 9:40,3.3708,2.2052,31.55591421,0.461046617,0.299680301
S_UPS_H3,2,1.1379,4.0176,10/30/24 16:00,11/4/24 9:55,3.1336,1.9957,30.69764212,0.442952348,0.287919026
S_UPS_H4,1,1.1502,5.2037,10/30/24 16:00,11/4/24 10:00,4.1244,2.9742,26.62637227,0.362887499,0.235876875
S_UPS_H4,2,1.1546,3.7187,10/30/24 16:00,11/4/24 9:40,3.054,1.8994,25.92332592,0.349952617,0.227469201
S_UPS_H5,1,1.1355,4.6648,10/19/24 16:10,11/4/24 9:10,3.8329,2.6974,23.57124642,0.308408097,0.200465263
S_UPS_H5,2,1.155,5.0494,10/19/24 16:10,11/4/24 9:00,4.0176,2.8626,26.49445357,0.360441557,0.234287012
S_UPS_H6,1,1.1321,2.9948,10/30/24 16:00,11/4/24 9:50,2.5261,1.394,25.16239867,0.336226686,0.218547346
S_UPS_H6,2,1.1473,3.8852,10/30/24 16:00,11/4/24 9:50,3.1714,2.0241,26.07107637,0.352650561,0.229222865
S_UPS_H7,1,1.1629,2.6608,10/30/24 16:00,11/4/24 9:55,2.3633,1.2004,19.86113893,0.247834055,0.161092136
S_UPS_H7,2,1.1606,2.7293,10/30/24 16:00,11/4/24 9:50,2.4097,1.2491,20.37355772,0.255864222,0.166311745
S_UPS_H8,1,1.1708,3.3745,10/30/24 16:00,11/4/24 9:35,2.7024,1.5316,30.49870672,0.438822147,0.285234395
S_UPS_H8,2,1.1857,3.3362,10/30/24 16:00,11/4/24 9:45,2.6443,1.4586,32.17391304,0.474358974,0.308333333
S_YFH_H1,1,1.1403,4.6791,10/31/24 13:00,11/4/24 10:45,3.503,2.3627,33.23442975,0.497777966,0.323555678
S_YFH_H1,2,1.1468,4.0074,10/31/24 13:00,11/4/24 10:40,3.0643,1.9175,32.96860798,0.491838331,0.319694915
S_YFH_H2,1,1.1218,4.1589,10/31/24 13:00,11/4/24 10:15,3.1388,2.017,33.5879622,0.505751116,0.328738225
S_YFH_H2,2,1.1382,3.4484,10/31/24 13:00,11/4/24 10:25,2.7256,1.5874,31.28733443,0.455335769,0.29596825
S_YFH_H3,1,1.1601,4.7186,10/31/24 13:00,11/4/24 10:25,3.3831,2.223,37.52985809,0.600764732,0.390497076
S_YFH_H3,2,1.1549,5.9127,10/31/24 13:00,11/4/24 10:35,4.1238,2.9689,37.59931061,0.602546398,0.391655159
S_YFH_H4,1,1.1193,4.8602,10/31/24 13:00,11/4/24 10:30,3.4648,2.3455,37.30118421,0.594926455,0.386702196
S_YFH_H4,2,1.1675,4.7572,10/31/24 13:00,11/4/24 10:45,3.433,2.2655,36.88887651,0.584506731,0.379929375
S_YFH_H5,1,1.1509,4.1184,10/31/24 13:00,11/4/24 10:40,3.4661,2.3152,21.98146588,0.281746717,0.183135366
S_YFH_H5,2,1.1488,4.1379,10/31/24 13:00,11/4/24 10:40,3.2718,2.123,28.97527684,0.407960433,0.265174282
S_YFH_H6,1,1.1571,4.9062,10/31/24 13:00,11/4/24 10:25,3.6867,2.5296,32.52780667,0.48209203,0.31335982
S_YFH_H6,2,1.1527,5.0858,10/31/24 13:00,11/4/24 10:30,3.7028,2.5501,35.1631029,0.542331673,0.352515588
S_YFH_H7,1,1.1657,5.6724,10/31/24 13:00,11/4/24 10:25,4.3267,3.161,29.85998624,0.425719709,0.276717811
S_YFH_H7,2,1.1339,5.0553,10/31/24 13:00,11/4/24 10:35,3.9482,2.8143,28.23226399,0.39338379,0.255699464
S_YFH_H8,1,1.1564,6.5781,10/31/24 13:00,11/4/24 10:30,4.521,3.3646,37.94197392,0.611395114,0.397406824
S_YFH_H8,2,1.1693,5.6911,10/31/24 13:00,11/4/24 10:45,3.9444,2.7751,38.62842231,0.62941876,0.409122194
S_YFH_V1,1,1.1529,4.9399,10/31/24 13:00,11/4/24 10:15,3.6519,2.499,34.01109057,0.515406163,0.335014006
S_YFH_V1,2,1.1425,4.8046,10/31/24 13:00,11/4/24 10:15,3.605,2.4625,32.75716119,0.487147208,0.316645685
S_YFH_V2,1,1.1539,5.0369,10/31/24 13:00,11/4/24 10:15,3.5772,2.4233,37.59206799,0.602360418,0.391534271
S_YFH_V2,2,1.1419,4.0853,10/31/24 13:00,11/4/24 10:45,3.0391,1.8972,35.54392879,0.551444234,0.358438752
S_YFH_V3,1,1.1524,4.3791,10/31/24 13:00,11/4/24 10:45,3.2381,2.0857,35.36120495,0.547058542,0.355588052
S_YFH_V3,2,1.1505,3.7537,10/31/24 13:00,11/4/24 10:40,2.8818,1.7313,33.49339275,0.503610004,0.327346503
S_YFH_V4,1,1.1532,3.9199,10/31/24 13:00,11/4/24 10:30,3.0467,1.8935,31.56106553,0.461156588,0.299751782
S_YFH_V4,2,1.1948,4.1897,10/31/24 13:00,11/4/24 10:25,3.3551,2.1603,27.86737454,0.386335231,0.2511179
S_YFH_V5,1,1.1421,4.2306,10/31/24 13:00,11/4/24 10:35,3.271,2.1289,31.07009875,0.450749213,0.292986989
S_YFH_V5,2,1.1501,4.4878,10/31/24 13:00,11/4/24 10:40,3.5086,2.3585,29.33756779,0.415179139,0.269866441
S_YFH_V6,1,1.1484,4.6854,10/31/24 13:00,11/4/24 10:15,3.5771,2.4287,31.33446424,0.456334665,0.296617532
S_YFH_V6,2,1.1557,4.1337,10/31/24 13:00,11/4/24 10:45,3.1969,2.0412,31.45735393,0.458945718,0.298314717
S_YFH_V7,1,1.1374,4.5068,10/31/24 13:00,11/4/24 10:25,3.5024,2.365,29.80946163,0.424693446,0.27605074
S_YFH_V7,2,1.1567,3.6611,10/31/24 13:00,11/4/24 10:25,2.9106,1.7539,29.96725763,0.427903529,0.278137294
S_YFH_V8,1,1.1496,4.7802,10/31/24 13:00,11/4/24 10:25,3.4771,2.3275,35.89213904,0.559871106,0.363916219
S_YFH_V8,2,1.1334,4.5078,10/31/24 13:00,11/4/24 10:35,3.2923,2.1589,36.02121859,0.563018204,0.365961832
S_YFN_H1,1,1.1735,3.8696,10/18/24 20:00,11/4/24 8:30,2.8166,1.6431,39.0564148,0.640861786,0.416560161
S_YFN_H1,2,1.1691,3.4521,10/18/24 20:00,11/4/24 8:30,2.6159,1.4468,36.6272449,0.577965165,0.375677357
S_YFN_H2,1,1.1532,3.2667,10/18/24 20:00,11/4/24 8:30,2.3848,1.2316,41.7269931,0.716060409,0.465439266
S_YFN_H2,2,1.1655,2.8316,10/18/24 20:00,11/4/24 8:30,2.2285,1.063,36.1983074,0.567356538,0.36878175
S_YFN_H3,1,1.1679,4.2648,10/18/24 20:00,11/4/24 8:30,3.2026,2.0347,34.2988149,0.522042562,0.339327665
S_YFN_H3,2,1.1402,4.0108,10/18/24 20:00,11/4/24 8:30,3.1191,1.9789,31.0631924,0.450603871,0.292892516
S_YFN_H4,1,1.1703,3.7565,10/18/24 20:00,11/4/24 8:30,2.9033,1.733,32.990488,0.492325447,0.320011541
S_YFN_H4,2,1.1543,4.5403,10/18/24 20:00,11/4/24 8:30,3.1247,1.9704,41.8074424,0.718432806,0.466981324
S_YFN_H5,1,1.1493,3.8605,10/18/24 20:00,11/4/24 8:30,2.8639,1.7146,36.7586309,0.581243439,0.377808235
S_YFN_H5,2,1.1536,3.4646,10/18/24 20:00,11/4/24 8:30,2.6641,1.5105,34.6386846,0.529956968,0.344472029
S_YFN_H6,1,1.1415,4.5123,11/2/24 12:45,11/4/24 12:55,3.1527,2.0112,40.33463866,0.67601432,0.439409308
S_YFN_H6,2,1.1382,3.8971,11/2/24 12:45,11/4/24 12:55,2.8659,1.7277,37.37721556,0.596862881,0.387960873
S_YFN_H7,1,1.1505,3.2669,10/18/24 20:00,11/4/24 8:30,2.5331,1.3826,34.6720847,0.530739187,0.344980472
S_YFN_H7,2,1.1703,4.0193,10/18/24 20:00,11/4/24 8:30,2.8108,1.6405,42.4183924,0.736665651,0.478832673
S_YFN_H8,1,1.1476,4.3177,10/18/24 20:00,11/4/24 8:30,3.5421,2.3945,24.4661052,0.323908958,0.210540823
S_YFN_H8,2,1.1734,3.7471,10/18/24 20:00,11/4/24 8:30,2.7817,1.6083,37.5101993,0.600261145,0.390169745
