Cage_ID,Rep,Tray_weight,Soil+tray_weight,Soil_weight,In-oven,Out-oven,Dry-soil+tray_weight,Dry_weight,Water_lost,Moist (g H2O g soil-1)
DCS_H7,1,1.2673,4.9545,3.6872,16-Oct 2:00PM (third shelf),10/17/24 14:45,4.0716,2.8043,0.8829,0.3148
DCS_H8,1,1.2687,4.1059,2.8372,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.4325,2.1638,0.6734,0.3112
FNH_H1,1,1.2834,4.0989,2.8155,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.424,2.1406,0.6749,0.3153
FNH_H2,1,1.2871,4.1106,2.8235,10/16/2023 16:00:00 (top),10/17/24 15:45,3.6223,2.3352,0.4883,0.2091
FNH_H3,1,1.2804,3.8873,2.6069,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.3712,2.0908,0.5161,0.2468
FNH_H4,1,1.2796,4.0838,2.8042,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.5427,2.2631,0.5411,0.2391
FNH_H5,1,1.2798,4.1585,2.8787,10/16/2023 16:00:00 (top),10/17/24 15:45,3.5443,2.2645,0.6142,0.2712
FNH_H6,1,1.2823,4.2816,2.9993,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.5951,2.3128,0.6865,0.2968
FNH_H7,1,1.2784,4.6713,3.3929,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.9256,2.6472,0.7457,0.2817
FNH_H8,1,1.3021,4.2597,2.9576,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.6368,2.3347,0.6229,0.2668
FNH_V1,1,1.2788,4.1467,2.8679,10/16/2023 16:00:00 (top),10/17/24 15:45,3.5126,2.2338,0.6341,0.2839
FNH_V2,1,1.2825,4.3768,3.0943,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.6689,2.3864,0.7079,0.2966
FNH_V3,1,1.28,4.2277,2.9477,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.4801,2.2001,0.7476,0.3398
FNH_V4,1,1.2769,4.8258,3.5489,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.949,2.6721,0.8768,0.3281
FNH_V5,1,1.2803,4.5462,3.2659,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.7906,2.5103,0.7556,0.301
FNH_V6,1,1.2843,4.0987,2.8144,10/16/2023 16:00:00 (top),10/17/24 15:45,3.5365,2.2522,0.5622,0.2496
FNH_V7,1,1.2783,4.3282,3.0499,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.6846,2.4063,0.6436,0.2675
FNH_V8,1,1.2834,4.1989,2.9155,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.49,2.2066,0.7089,0.3213
FNN_H1,1,1.2823,4.3113,3.029,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.6272,2.3449,0.6841,0.2917
FNN_H2,1,1.2822,4.8266,3.5444,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,4.0067,2.7245,0.8199,0.3009
FNN_H3,1,1.281,4.3223,3.0413,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.6358,2.3548,0.6865,0.2915
FNN_H4,1,1.2798,4.235,2.9552,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.5329,2.2531,0.7021,0.3116
FNN_H5,1,1.2819,4.2837,3.0018,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.5757,2.2938,0.708,0.3087
FNN_H6,1,1.2842,4.4418,3.1576,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.7268,2.4426,0.715,0.2927
FNN_H7,1,1.2828,4.0235,2.7407,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.3851,2.1023,0.6384,0.3037
FNS_H1,1,1.2778,4.1415,2.8637,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.4744,2.1966,0.6671,0.3037
FNS_H2,1,1.2821,4.2417,2.9596,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.3586,2.0765,0.8831,0.4253
FNS_H3,1,1.2804,4.3688,3.0884,10/16/2023 16:00:00 (top),10/17/24 15:45,3.6711,2.3907,0.6977,0.2918
FNS_H4,1,1.2831,4.1636,2.8805,10/16/2023 16:00:00 (top),10/17/24 15:45,3.4915,2.2084,0.6721,0.3043
FNS_H5,1,1.2814,4.7304,3.449,10/16/2023 16:00:00 (top),10/17/24 15:45,3.8208,2.5394,0.9096,0.3582
FNS_H6,1,1.2866,4.5523,3.2657,10/16/2023 16:00:00 (top),10/17/24 15:45,3.8437,2.5571,0.7086,0.2771
FNS_H7,1,1.2824,4.5411,3.2587,10/16/2023 16:00:00 (top),10/17/24 15:45,3.7151,2.4327,0.826,0.3395
FNS_H8,1,1.2805,4.2695,2.989,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.4809,2.2004,0.7886,0.3584
SCH_H1,1,1.2782,4.2637,2.9855,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.5471,2.2689,0.7166,0.3158
SCH_H2,1,1.2813,4.4997,3.2184,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.7203,2.439,0.7794,0.3196
SCH_H3,1,1.2848,4.1096,2.8248,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.4807,2.1959,0.6289,0.2864
SCH_H4,1,1.2792,4.6786,3.3994,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.8866,2.6074,0.792,0.3038
SCH_H5,1,1.2771,4.4383,3.1612,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.7214,2.4443,0.7169,0.2933
SCH_H6,1,1.2825,4.5703,3.2878,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.7599,2.4774,0.8104,0.3271
SCH_H7,1,1.2784,4.5684,3.29,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.8151,2.5367,0.7533,0.297
SCH_H8,1,1.2818,4.6873,3.4055,10/16/2023 16:00:00 (top),10/17/24 15:45,3.8295,2.5477,0.8578,0.3367
SCH_V1,1,1.2723,4.1455,2.8732,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.4825,2.2102,0.663,0.3
SCH_V2,1,1.2818,4.0513,2.7695,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.3798,2.098,0.6715,0.3201
SCH_V3,1,1.2829,4.2443,2.9614,10/16/2023 16:00:00 (top),10/17/24 15:45,3.527,2.2441,0.7173,0.3196
SCH_V4,1,1.2824,4.2509,2.9685,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.5325,2.2501,0.7184,0.3193
SCH_V5,1,1.2781,4.2404,2.9623,10/16/2023 16:00:00 (top),10/17/24 15:45,3.4785,2.2004,0.7619,0.3463
SCH_V6,1,1.2681,4.474,3.2059,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.7486,2.4805,0.7254,0.2924
SCH_V7,1,1.2705,4.8289,3.5584,16-Oct 2:00PM (third shelf),10/17/24 14:45,4.0658,2.7953,0.7631,0.273
SCH_V8,1,1.2669,4.0965,2.8296,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.4064,2.1395,0.6901,0.3226
SCN_H1,1,1.2857,4.9086,3.6229,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.9158,2.6301,0.9928,0.3775
SCN_H2,1,1.2838,4.2396,2.9558,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.5628,2.279,0.6768,0.297
SCN_H3,1,1.2848,4.3361,3.0513,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.6155,2.3307,0.7206,0.3092
SCN_H4,1,1.2785,4.1275,2.849,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.4697,2.1912,0.6578,0.3002
SCN_H5,1,1.2738,4.2195,2.9457,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.569,2.2952,0.6505,0.2834
SCN_H6,1,1.2747,3.8132,2.5385,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.2133,1.9386,0.5999,0.3095
SCN_H7,1,1.2807,4.3176,3.0369,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.6587,2.378,0.6589,0.2771
SCN_H8,1,1.2791,4.3766,3.0975,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.6531,2.374,0.7235,0.3048
SCS_H1,1,1.2694,4.5047,3.2353,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.7675,2.4981,0.7372,0.2951
SCS_H2,1,1.2706,4.6307,3.3601,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.8113,2.5407,0.8194,0.3225
SCS_H3,1,1.2752,4.2418,2.9666,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.4558,2.1806,0.786,0.3605
SCS_H4,1,1.2741,4.1281,2.854,10/16/2023 16:00:00 (top),10/17/24 15:45,3.4386,2.1645,0.6895,0.3185
SCS_H5,1,1.2717,4.2222,2.9505,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.5457,2.274,0.6765,0.2975
SCS_H6,1,1.2723,4.561,3.2887,10/16/2023 16:00:00 (top),10/17/24 15:45,3.7932,2.5209,0.7678,0.3046
SCS_H7,1,1.2701,4.1554,2.8853,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.4632,2.1931,0.6922,0.3156
SCS_H8,1,1.2681,4.3376,3.0695,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.6222,2.3541,0.7154,0.3039
UPH_H1,1,1.2838,3.9901,2.7063,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.3786,2.0948,0.6115,0.2919
UPH_H2,1,1.2822,3.9617,2.6795,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.3413,2.0591,0.6204,0.3013
UPH_H3,1,1.2813,4.5102,3.2289,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.8126,2.5313,0.6976,0.2756
UPH_H4,1,1.2841,4.6985,3.4144,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.9256,2.6415,0.7729,0.2926
UPH_H5,1,1.2827,4.0984,2.8157,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.4441,2.1614,0.6543,0.3027
UPH_H6,1,1.2791,4.5662,3.2871,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.8413,2.5622,0.7249,0.2829
UPH_H8,1,1.2788,4.3143,3.0355,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.6167,2.3379,0.6976,0.2984
UPH_V1,1,1.2819,4.4288,3.1469,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.698,2.4161,0.7308,0.3025
UPH_V2,1,1.2816,3.8918,2.6102,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.3076,2.026,0.5842,0.2884
UPH_V3,1,1.2827,4.2912,3.0085,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.6345,2.3518,0.6567,0.2792
UPH_V4,1,1.2796,4.5435,3.2639,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.7546,2.475,0.7889,0.3187
UPH_V5,1,1.3009,4.3024,3.0015,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.6395,2.3386,0.6629,0.2835
UPH_V6,1,1.2769,3.8384,2.5615,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.2215,1.9446,0.6169,0.3172
UPH_V7,1,1.2816,4.2753,2.9937,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.5821,2.3005,0.6932,0.3013
UPH_V8,1,1.2834,4.3163,3.0329,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.6699,2.3865,0.6464,0.2709
UPS_H1,1,1.2776,4.6772,3.3996,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.8438,2.5662,0.8334,0.3248
UPS_H2,1,1.2822,4.2802,2.998,10/16/2023 16:00:00 (top),10/17/24 15:45,3.5782,2.296,0.702,0.3057
UPS_H3,1,1.2782,4.1602,2.882,10/16/2023 16:00:00 (top),10/17/24 15:45,3.5574,2.2792,0.6028,0.2645
UPS_H4,1,1.2747,4.1525,2.8778,10/16/2023 16:00:00 (top),10/17/24 15:45,3.5219,2.2472,0.6306,0.2806
UPS_H5,1,1.2783,4.7846,3.5063,10/16/2023 16:00:00 (top),10/17/24 15:45,3.9189,2.6406,0.8657,0.3278
UPS_H6,1,1.2778,5.0649,3.7871,10/16/2023 16:00:00 (top),10/17/24 15:45,4.0758,2.798,0.9891,0.3535
UPS_H7,1,1.2812,4.7152,3.434,10/16/2023 16:00:00 (top),10/17/24 15:45,3.8828,2.6016,0.8324,0.32
UPS_H8,1,1.284,4.5383,3.2543,10/16/2023 16:00:00 (top),10/17/24 15:45,3.8164,2.5324,0.7219,0.2851
YFH_H1,1,1.2829,4.2801,2.9972,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.4501,2.1672,0.83,0.383
YFH_H2,1,1.2751,4.1454,2.8703,10/16/2023 16:00:00 (top),10/17/24 15:45,3.3512,2.0761,0.7942,0.3825
YFH_H3,1,1.2826,4.5395,3.2569,10/16/2023 16:00:00 (top),10/17/24 15:45,3.6354,2.3528,0.9041,0.3843
YFH_H4,1,1.2845,4.8912,3.6067,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.8073,2.5228,1.0839,0.4296
YFH_H5,1,1.2789,4.5519,3.273,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.8756,2.5967,0.6763,0.2604
YFH_H6,1,1.2822,4.1074,2.8252,10/16/2023 16:00:00 (top),10/17/24 15:45,3.3667,2.0845,0.7407,0.3553
YFH_H7,1,1.2835,4.4037,3.1202,10/16/2023 16:00:00 (top),10/17/24 15:45,3.5778,2.2943,0.8259,0.36
YFH_H8,1,1.2766,4.2139,2.9373,10/16/2023 16:00:00 (top),10/17/24 15:45,3.5668,2.2902,0.6471,0.2826
YFH_V1,1,1.2775,4.319,3.0415,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.5957,2.3182,0.7233,0.312
YFH_V2,1,1.2765,4.3199,3.0434,10/16/2023 16:00:00 (top),10/17/24 15:45,3.6654,2.3889,0.6545,0.274
YFH_V3,1,1.2777,4.3863,3.1086,10/16/2023 16:00:00 (top),10/17/24 15:45,3.5924,2.3147,0.7939,0.343
YFH_V4,1,1.2781,4.7608,3.4827,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.9454,2.6673,0.8154,0.3057
YFH_V5,1,1.2813,4.7684,3.4871,16-Oct 2:00PM (third shelf),10/17/24 14:45,3.9749,2.6936,0.7935,0.2946
YFH_V6,1,1.2755,4.0259,2.7504,10/16/2023 16:00:00 (top),10/17/24 15:45,3.3961,2.1206,0.6298,0.297
YFH_V7,1,1.2822,4.6827,3.4005,10/16/2023 16:00:00 (top),10/17/24 15:45,3.9385,2.6563,0.7442,0.2802
YFH_V8,1,1.2081,4.7872,3.5791,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.9039,2.6958,0.8833,0.3277
YFN_H1,1,1.2799,3.9549,2.675,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.3295,2.0496,0.6254,0.3051
YFN_H3,1,1.2792,4.2835,3.0043,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.5663,2.2871,0.7172,0.3136
YFN_H4,1,1.2717,4.2678,2.9961,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.5456,2.2739,0.7222,0.3176
YFN_H5,1,1.2709,4.1359,2.865,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.4493,2.1784,0.6866,0.3152
YFN_H6,1,1.2828,4.1891,2.9063,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.5191,2.2363,0.67,0.2996
YFN_H7,1,1.2846,3.7783,2.4937,10/16/2023 10:00:00 (bottom left),10/17/24 10:00,3.1816,1.897,0.5967,0.3145
YFN_H8,1,1.2828,4.3319,3.0491,10/16/2023 12:00:00 (second shelf),10/17/24 11:15,3.6044,2.3216,0.7275,0.3134
