"","unique.id","CO2CperHourperg"
"211","26_5",NA
"212","26_6",3.28654822974495
"213","27_5",2.68302729036042
"214","27_6",3.44743439965516
"215","28_5",2.65334823942572
"216","28_6",3.43518894248462
"217","29_5",2.42370656791341
"218","29_6",3.12606451393342
"219","30_5",2.45209846731847
"220","30_6",2.8538265949807
"221","31_5",1.94732607926643
"222","31_6",2.65155403825395
"223","32_5",2.27721124756399
"224","32_6",2.64633072116405
"225","33_5",2.8238828542821
"226","34_5",2.53226445944398
"227","35_5",2.50540932919329
"228","36_5",2.61047732178836
"229","37_5",3.24486103410004
"230","38_5",3.20914799295811
"231","39_5",2.84649293867265
"232","40_5",3.02075875503278
"233","41_5",3.45188562924667
"234","42_5",2.82243904939784
"235","43_5",2.31537212649604
"236","44_5",2.61307518877533
"237","45_5",2.45167220950214
"238","46_5",2.67692162065799
"239","47_5",2.16867731656361
"240","48_5",2.41191218076306
"241","01_7",3.4278456491193
"242","01_8",2.40267214044028
"243","02_7",3.1091630813336
"244","02_8",2.66122135902739
"245","03_7",2.86980365874836
"246","03_8",3.66219730866993
"247","04_7",2.67248975825945
"248","04_8",4.2296701576911
"249","05_7",3.02070303864393
"250","05_8",3.5091893677056
"251","06_7",2.93381511516214
"252","06_8",3.43220883368839
"253","07_7",4.48014561281282
"254","07_8",2.91421965065694
"255","08_7",3.27497597251385
"256","08_8",3.25275787510561
"257","09_7",3.24994625417121
"258","09_8",2.29987159362466
"259","10_7",3.01273905018595
"260","10_8",2.33355273849718
"261","11_7",2.57940530817974
"262","11_8",2.98917022417645
"263","12_7",3.09240948009772
"264","12_8",2.86634597873076
"265","13_7",3.43529846208284
"266","13_8",2.54210261089508
"267","14_7",3.49915593114529
"268","14_8",2.89836754759241
"269","15_7",3.22549314138306
"270","15_8",3.1866170811907
"271","16_7",3.10964191131174
"272","16_8",3.44595778847969
"273","17_7",3.03532280681362
"274","17_8",3.53289831735426
"275","18_7",2.89068745944648
"276","18_8",3.5418019584115
"277","19_7",3.84416548738221
"278","19_8",2.9990033827789
"279","20_7",3.63171647719337
"280","20_8",2.9404000092776
"281","21_7",3.79464725105114
"282","21_8",2.79322938833289
"283","22_7",3.78531164936958
"284","22_8",2.93779470354727
"285","23_7",3.06851796196036
"286","23_8",3.03451722569729
"287","24_7",2.74791951346595
"288","24_8",2.91573170919258
"289","25_7",3.26870561818085
"290","26_7",3.20514208861368
"291","27_7",2.92653290421593
"292","28_7",3.17372684036289
"293","29_7",3.29448240619535
"294","30_7",2.82978048810654
"295","31_7",3.08675684524182
"296","32_7",2.85972930504005
"297","33_7",3.01871208633966
"298","34_7",2.84989952243123
"299","35_7",3.26728406518971
"300","36_7",3.012551919279
"301","37_7",3.13886988180325
"302","38_7",3.0944782803347
"303","39_7",3.11171780822104
"304","40_7",2.7580986222721
"305","41_7",3.17763714668496
"306","42_7",3.28159082701232
"307","43_7",2.95294258099599
"308","44_7",3.43227142417942
"309","45_7",3.9259191431627
"310","46_7",3.73605778623602
"311","47_7",4.2830687175231
"312","48_7",3.90389715283504
